"ano";"tipo";"razon_social";"nombre_establecimiento";"rubro_retc";"region";"comuna";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"establecimiento_destinatario";"comuna_destinatario"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,63;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,53;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,635;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,292;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";14,55;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";14,903;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";8;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,899;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,507;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18,182;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,191;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,136;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,747;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,944;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";14,369;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";13,242;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,789;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,797;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";18;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"VERDENOVA S A";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"CORRUPAC SA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,21;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"CORRUPAC SA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,82;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"CORRUPAC SA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";17,2;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"CORRUPAC SA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,95;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"CORRUPAC SA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,82;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"CORRUPAC SA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";15,44;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
"2017";"Generador Industrial";"CORRUPAC SA";"CORRUPAC SA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Pudahuel";"Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón";"Residuos de la producción y transformación de pasta de papel, papel y cartón";"Residuos procedentes de la clasificación de papel y cartón destinados al reciclado";"Co-procesamiento";"Valorización";16,6;NA;"COMPANIA PAPELERA PACIFICO";"Mostazal"
